Source,Target,Type,Id
GDSC001790044700.txt,Jackson,location,3
GDSC001790044700.txt,District,location,2
GDSC001790044700.txt,Chicago,location,1
GDSC001790044700.txt,Washington,location,4
GDSC001790044700.txt,Madison County,location,1
GDSC001790044700.txt,Greenville,location,1
GDSC001790044700.txt,Canton,location,3
GDSC001790044700.txt,Hay,location,2
GDSC001790044700.txt,Mount Beulah,location,3
GDSC001790044700.txt,Hollandale,location,2
GDSC001790044700.txt,Sunflower,location,1
GDSC001790044700.txt,New York City,location,2
GDSC001790044700.txt,Michigan,location,1
GDSC001790044700.txt,United States of America,location,1
GDSC001790044700.txt,MLK Center Wisconsin,location,1
GDSC001790044700.txt,China,location,1
GDSC001790044700.txt,Eduards,location,1
GDSC001790044700.txt,Sunflower County,location,1
GDSC001790044700.txt,Pennsylvania,location,1
GDSC001790044700.txt,Detroit,location,1
GDSC001790044700.txt,Philadelphia,location,1
GDSC001790044700.txt,Alabama,location,1
GDSC001790044700.txt,Yazoo City,location,1
GDSC001790044700.txt,Issaquena,location,1
GDSC001790044700.txt,Africa,location,1
GDSC001790044700.txt,Third Congression District,location,1
GDSC001790044700.txt,Claiborne County,location,1
GDSC001790044700.txt,Ruleville,location,1
GDSC001790044700.txt,Indianola,location,1
GDSC001790044700.txt,Forest County,location,1
GDSC001790044700.txt,Hattiesburg,location,1
GDSC001790039700.txt,Mississippi,location,17
GDSC001790039700.txt,Northeast,location,1
GDSC001790039700.txt,WA,location,1
GDSC001790039700.txt,James Street Ruleville,location,2
GDSC001790039700.txt,WI,location,1
GDSC001790039700.txt,East Charleston,location,1
GDSC001790039700.txt,Midwest Region Malcolm Dade,location,1
GDSC001790039700.txt,Texas,location,2
GDSC001790039700.txt,Kansas,location,1
GDSC001790039700.txt,West Virginia,location,1
GDSC001790039700.txt,New Hampshire,location,1
GDSC001790039700.txt,Atlanta,location,2
GDSC001790039700.txt,Hanover St. Manchester,location,1
GDSC001790039700.txt,New York City City,location,1
GDSC001790039700.txt,Azania,location,4
GDSC001790039700.txt,South Fifth St.,location,1
GDSC001790039700.txt,Minnesota,location,1
GDSC001790039700.txt,Hollywood Blvd. 4th Floor Los Angeles,location,1
GDSC001790039700.txt,Basement Minneapolis,location,1
GDSC001790039700.txt,S.W.,location,1
GDSC001790039700.txt,South Dakota,location,2
GDSC001790039700.txt,Mulberry Des Moines,location,1
GDSC001790039700.txt,St. Lincoln,location,1
GDSC001790039700.txt,Washington,location,4
GDSC001790039700.txt,Seattle,location,1
GDSC001790039700.txt,Indianola,location,1
GDSC001790039700.txt,Washington St. Wilmington,location,1
GDSC001790039700.txt,New Mexico,location,1
GDSC001790039700.txt,Caribbean,location,1
