Source,Target,Type,Id
GDSC001790039200.txt,Elinor Gimbel Lambda Kappa Mu,person,1
GDSC001790039200.txt,Van S. Allen,person,1
GDSC001790039200.txt,Joseph R. Biden,person,1
GDSC001790039200.txt,Chiles,person,1
GDSC001790039200.txt,Frederic,person,1
GDSC001790039200.txt,Edmund Muskie,person,1
GDSC001790039200.txt,Walter E. Mondale,person,1
GDSC001790039200.txt,Nenl Smith,person,1
GDSC001790039200.txt,Harris,person,1
GDSC001790039200.txt,Ermon Hogan Kamara,person,1
GDSC001790039200.txt,Jacob,person,1
GDSC001790039200.txt,Jeanetta Samkange,person,1
GDSC001790039200.txt,Albert Kahn,person,1
GDSC001790039200.txt,Harold Runnels,person,1
GDSC001790039200.txt,Carlton Goodlett Wib Gulley,person,1
GDSC001790039200.txt,Trude W. Lash,person,1
GDSC001790039200.txt,Franklin Roosevelt,person,1
GDSC001790039200.txt,M Earnest Brooks,person,1
GDSC001790039200.txt,Brock Adams,person,1
GDSC001790039200.txt,David A. Garcia,person,1
GDSC001790039200.txt,Lucille Moore,person,1
GDSC001790039200.txt,Hunh B. Hester,person,1
GDSC001790039200.txt,Ralph D. Abernathy,person,1
GDSC001790039200.txt,Dorothy I. Height,person,2
GDSC001790039200.txt,Van Allen Blalock,person,1
GDSC001790039200.txt,Carrie Hunter,person,1
GDSC001790039200.txt,Elford A. Cederberg,person,1
GDSC001790039200.txt,Thomas L. Ashly,person,1
GDSC001790039200.txt,Winfred Morris,person,1
GDSC001790039200.txt,Proxmire,person,1
GDSC001790039200.txt,Laura Townsend,person,1
GDSC001790039200.txt,Frank E.Moss,person,1
GDSC001790039200.txt,Les Aspen,person,1
GDSC001790039200.txt,Allen,person,1
GDSC001790039200.txt,Theodore Flits,person,1
GDSC001790039200.txt,Rev George McKinney,person,1
GDSC001790039200.txt,Pauline Rosen,person,2
GDSC001790039200.txt,Warren G. Magnuson,person,1
GDSC001790039200.txt,J. Gumbleton,person,1
GDSC001790039200.txt,Norma Robinson,person,1
GDSC001790039200.txt,Phil Landrum,person,1
GDSC001790039200.txt,George Loper,person,1
GDSC001790039200.txt,Benjamin Washington,person,1
GDSC001790039200.txt,Lucas,person,1
GDSC001790039200.txt,Craddock,person,1
GDSC001790039200.txt,Ahmad Sekou Toure,person,1
GDSC001790039200.txt,Owen H. Brooks,person,2
GDSC001790039200.txt,Aspen,person,1
GDSC001790039200.txt,Indlanela,person,1
GDSC001790039200.txt,Thomas W. Wahman,person,1
GDSC001790039200.txt,Mary S Jacobs,person,1
GDSC001790039200.txt,T. M Smith,person,1
GDSC001790039200.txt,Ford,person,1
GDSC001790039200.txt,William,person,1
GDSC001790039200.txt,Leroy,person,1
GDSC001790039200.txt,Sam Gibbons,person,1
GDSC001790039200.txt,Fannie Lou Hamer,person,8
GDSC001790039200.txt,Randolph,person,1
GDSC001790039200.txt,Robert L. Leggett,person,1
GDSC001790039200.txt,Joe Miller Charlene Mitchell Anthony Monteiro,person,1
GDSC001790039200.txt,Kissinger,person,1
GDSC001790039200.txt,James G.,person,1
GDSC001790039200.txt,Neill,person,1
GDSC001790039200.txt,Salvador Allende,person,1
GDSC001790039200.txt,George A. Page,person,1
GDSC001790039200.txt,Annie,person,1
GDSC001790039200.txt,Matthew Powell,person,1
